x,y
1.995398059853396,2.4186979450634647
2.870086176144383,2.825235577791707
9.780666310939344,1.418631696525584
0.5037920447168576,3.015102017077002
3.0532104083176455,4.381326135095482
8.86197487382592,6.775548637029839
3.943947597165208,3.0955031170164005
4.56490162152242,8.534678665277763
1.3796175318176052,7.467902290195342
1.5306766768884417,7.368390970375702
4.901070441579352,1.1698926235267026
2.2688162805725276,0.6475803306961858
2.964282672592894,3.8531912310834335
7.40186925618569,0.8054115043153086
6.8952021822721985,1.2075360944387015
8.701225080051003,2.716676755323478
2.1471137390613846,3.2543193520913825
0.9745619240474312,8.955470598208604
7.320588477346325,0.7964089614859182
9.660091906560243,3.168693179764883
7.876884311753731,9.76311334464515
8.197468782639108,2.380536217622841
4.218905641642966,8.035801554513187
8.466396241420052,1.0177310957264718
5.542491203912082,8.133854870829373
7.130351392565273,7.6470139622973745
5.112799934016037,7.146530047905502
7.360724633495445,5.572690379230907
9.770677082768442,5.237459925578642
5.7466586967413775,2.751380837423905
4.5067808645877125,6.810837964443963
3.26031555514362,9.166065263590824
5.57289544741309,8.42961325728025
0.4211608194369765,6.450862863027508
8.339872578777161,5.779393455853859
7.922918636170677,6.782573029775953
9.892298954834803,7.573795843511895
8.506854867965648,9.607817022142568
6.933629444450248,4.348869103518574
5.927620382160824,2.6810622093618166
6.072824664937249,7.5297413193116975
2.062945368073876,3.3825053720102
3.014323509328501,1.6476592213467622
4.7723743588835,3.0008439815880115
2.095304098196712,0.8205633348381902
5.989700584017575,4.31982731788647
1.0616375705113457,4.235817340945113
7.5382728411608,8.897898942496953
5.881717804888913,5.164502229719608
2.6479749269101327,2.4264468918375592
6.150767549427042,4.748909469158441
8.369722069138195,2.345299811715108
6.651152656959693,2.1861312134213855
0.9052220417700083,4.443967357040856
7.480564435351269,3.134132553641369
1.5855662771608847,4.0098921581375695
5.16251963360033,1.1910462750286532
2.655187445951662,7.2669216449819265
8.302463989136598,7.13561830850985
8.321611981876838,0.3743930832085296
7.652236905677744,3.1948552739837623
1.6915528144610403,3.467992816674732
5.9731374863412325,7.479089937122317
4.6849464068236815,0.3110568211223208
5.142619438287386,9.19504251523858
4.378127164796063,1.7463151838574142
0.21361033631230764,3.538363769748873
6.154973109593192,9.320808456586414
4.493182843189762,5.865790855657198
2.9265437959734015,6.833634482117096
4.157889064891186,0.11860534235654029
1.8402733164771776,0.742482272431999
3.4581060241410175,8.372653492243217
5.233131608249586,5.8774848474197725
7.432979752953757,5.627633190209169
1.8317774247698857,6.650161212549782
2.8622272720107182,6.709469010652284
2.8351652148255013,6.410249384429826
2.7006822218915127,5.491182847643436
5.636507793970608,8.182042689511606
3.014090814790955,8.880323843997374
0.056049913473250605,3.2219462876569462
8.649289409863107,6.808094763472749
7.424863421893539,2.9520624815924035
8.765340484063614,9.025040604160528
9.545274367536848,1.7115541166808412
8.96158517339895,1.1323948330243183
5.818049079684895,0.9172475888907229
3.8187635592473383,9.797872952491383
2.870078690316639,9.098909463009923
1.6431600921108167,1.87136834578196
5.988826758789189,3.402788575848188
2.718364310160297,0.40014849532035046
6.057209592863082,6.695667514096918
3.2588598111858014,4.70981962226568
1.6462251803194428,8.6001858912503
8.921560167533457,2.898600360114818
2.349050944541437,1.144185787436036
5.72973079080724,9.070794260679042
0.772561743414697,1.766299265425124
0.0,-0.2757328765308458
0.06346651825433926,-0.06454115224132075
0.12693303650867852,0.1723006727659225
0.19039955476301776,-0.03149007997843245
0.25386607301735703,0.3040264551590864
0.3173325912716963,0.7343110605964474
0.3807991095260356,0.44609684667907784
0.4442656277803748,0.44510494628047487
0.5077321460347141,0.4580982501218088
0.5711986642890533,0.34650606294076686
0.6346651825433924,0.8397783621828911
0.6981317007977318,0.6014148690754371
0.761598219052071,0.5756849981233879
0.8250647373064103,0.8567514365781012
0.8885312555607496,0.6968988397341122
0.9519977738150888,0.8406502251456586
1.015464292069428,0.9673917788335129
1.0789308103237671,1.1722802525542042
1.1423973285781066,0.9867990117602493
1.2058638468324459,1.18439183872949
1.269330365086785,0.4546949646798636
1.3327968833411243,0.8148245480969054
1.3962634015954636,0.7979731338285037
1.4597299198498028,0.8828112973002461
1.5231964381041423,0.958213736313228
1.5866629563584815,1.0121969835379618
1.6501294746128208,1.2797401262735535
1.71359599286716,0.7082088822727013
1.7770625111214993,1.3774015234828647
1.8405290293758385,0.9877296972214077
1.9039955476301775,0.7668016754228144
1.9674620658845168,0.9047442025480723
2.030928584138856,0.7535641437139594
2.094395102393196,1.046479991187374
2.1578616206475347,1.0785020357146509
2.221328138901874,0.9733671534910965
2.2847946571562128,0.9615978230398384
2.3482611754105527,0.8770428987579932
2.411727693664892,0.8839791046512439
2.475194211919231,0.6896078525795847
2.53866073017357,0.6743713119843284
2.6021272484279097,0.44142157650503966
2.6655937666822487,0.4175227918624757
2.729060284936588,0.5050024029518043
2.792526803190927,0.5722918149980876
2.855993321445266,0.7562142521368963
2.9194598396996057,0.1238641062407642
2.9829263579539447,-0.1585635020541119
3.0463928762082846,0.3382256891409785
3.109859394462624,0.2733689982374031
3.173325912716963,-0.5727872892815515
3.236792430971302,0.28809885934905965
3.300258949225641,-0.15710961458544484
3.3637254674799806,-0.23537585812301012
3.42719198573432,-0.4302442958925456
3.490658503988659,-0.4591611167818308
3.5541250222429985,0.17830689283952655
3.6175915404973376,-0.4279379575109287
3.681058058751677,-0.07658862133337761
3.744524577006016,-0.6634759327590504
3.807991095260356,-0.21116680983332076
3.8714576135146954,-0.5885542449869328
3.9349241317690336,-0.6940690590298352
3.998390650023373,-0.6824099915770928
4.061857168277712,-0.9864854279826896
4.125323686532052,-0.7986971654162427
4.188790204786392,-0.8396284526026627
4.2522567230407295,-1.2203135682011343
4.315723241295069,-0.9610006936935048
4.379189759549408,-1.0755096387722967
4.442656277803748,-1.281689464953561
4.506122796058088,-1.0952491075649535
4.5695893143124255,-1.0878503045021404
4.633055832566765,-0.6971703669083278
4.6965223508211045,-1.28728079330523
4.759988869075444,-1.1627718844950368
4.823455387329784,-0.9038062482040444
4.8869219055841215,-1.094362124714814
4.950388423838462,-0.6568118311537969
5.0138549420928005,-0.9955758327253132
5.07732146034714,-1.2426185717692475
5.14078797860148,-0.7015767232018404
5.204254496855819,-0.6867835768714523
5.267721015110158,-0.9685090279704285
5.3311875333644965,-0.7758811504298557
5.394654051618836,-0.846837849078722
5.458120569873176,-0.6901510881478905
5.521587088127515,-0.4885591225084685
5.585053606381854,-0.8615827723669441
5.648520124636193,-0.5640688448005432
5.711986642890532,-0.7059402283967242
5.775453161144872,-0.6612753141677877
5.838919679399211,-0.45728952039482634
5.902386197653551,-0.3453164436444268
5.965852715907889,-0.4244453301996872
6.029319234162228,0.15657978309537812
6.092785752416569,-0.04513856621766388
6.156252270670908,-0.038103607577652555
6.219718788925247,-0.05546511727182722
6.283185307179585,0.2793163569858247
